Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Quality
7.75,7.58,7.58,7.58,7.5,7.58,83.25
7.75,7.75,7.42,7.92,7.33,7.5,83.25
7.83,7.58,7.08,7.83,7.42,8.08,83.25
7.75,7.67,7.5,7.58,7.58,7.58,83.25
7.67,7.58,7.58,7.42,7.83,7.58,83.25
7.67,7.67,7.5,7.5,7.58,7.67,83.25
7.92,7.75,7.25,7.42,7.83,7.58,83.25
8.0,7.67,7.67,7.25,7.67,7.5,83.25
7.92,7.75,7.5,7.42,7.42,7.67,83.25
7.67,7.42,7.5,7.58,7.67,7.58,83.17
7.58,7.58,7.33,7.67,7.75,7.58,83.17
7.67,7.58,7.42,7.67,7.67,7.58,83.17
7.92,7.5,7.5,7.58,7.67,7.5,83.17
7.58,7.42,7.08,7.33,7.58,8.58,83.17
7.67,7.75,7.42,7.75,7.58,7.5,83.17
7.67,7.67,7.5,7.67,7.5,7.67,83.17
7.5,7.67,7.33,7.67,7.67,7.67,83.17
7.67,7.67,7.5,7.67,7.42,7.58,83.17
7.5,7.5,7.33,7.67,8.0,7.67,83.17
7.5,7.75,7.5,7.83,7.58,7.5,83.17
7.92,7.67,7.42,7.75,7.5,7.5,83.17
7.83,7.75,7.67,7.75,7.83,8.5,83.17
7.67,7.58,7.58,7.75,7.42,7.67,83.17
7.58,7.67,7.67,7.58,7.42,7.58,83.17
7.58,7.5,7.5,7.67,7.5,7.67,83.17
8.0,7.67,7.5,7.42,7.33,7.58,83.17
7.58,7.75,7.5,7.58,7.58,7.58,83.17
7.5,7.5,7.5,7.67,7.67,7.67,83.17
7.67,7.67,7.5,7.67,7.5,7.67,83.17
7.33,7.83,7.17,8.17,7.33,7.67,83.17
7.5,7.5,7.58,7.42,7.92,7.67,83.17
7.58,7.5,7.58,7.75,7.58,7.58,83.17
7.67,7.83,7.33,7.67,7.5,7.67,83.17
7.75,7.58,7.58,7.58,7.5,7.42,83.17
7.75,7.67,7.58,7.5,7.42,7.58,83.17
7.58,7.75,7.42,7.67,7.5,7.58,83.17
7.67,7.5,7.5,7.5,7.58,8.17,83.17
7.75,7.5,7.42,7.75,7.58,7.58,83.17
7.58,7.67,7.5,7.58,7.67,7.67,83.17
7.5,7.75,7.58,7.58,7.67,7.5,83.17
7.75,7.67,7.58,7.5,7.58,7.58,83.17
7.92,7.58,7.5,7.58,7.42,7.5,83.17
7.75,7.5,7.67,7.5,7.92,8.0,83.17
7.75,7.5,7.58,7.5,7.75,7.5,83.17
7.58,7.75,7.67,7.5,7.67,7.58,83.17
7.42,7.83,8.17,8.08,7.17,7.58,83.17
7.75,8.0,7.67,8.08,7.83,7.92,83.17
7.58,7.67,7.33,7.67,7.75,7.58,83.08
7.75,7.5,7.5,7.42,8.0,7.75,83.08
7.58,7.58,7.58,7.5,7.67,7.58,83.08
7.33,7.67,7.67,7.33,7.75,7.42,83.08
7.83,7.92,7.5,7.83,7.67,7.25,83.08
7.42,7.67,7.58,7.5,7.75,7.67,83.08
7.58,7.83,7.67,7.42,7.42,7.5,83.08
7.83,7.33,7.5,7.67,7.58,7.67,83.08
7.33,7.75,7.58,7.33,7.83,7.67,83.08
7.75,7.75,7.5,7.5,7.5,7.5,83.08
7.83,7.83,7.33,7.17,7.75,7.67,83.08
7.75,7.67,7.42,7.75,7.5,7.5,83.08
7.67,7.58,7.5,7.67,7.92,8.0,83.08
7.33,7.58,7.58,7.92,7.67,7.58,83.08
7.33,7.33,7.33,7.58,7.25,8.08,83.08
7.83,7.75,7.33,7.25,7.42,7.92,83.08
7.67,7.58,7.5,7.58,7.67,7.58,83.08
7.92,7.67,7.67,7.25,7.83,7.67,83.08
7.58,7.5,7.5,7.75,7.67,7.5,83.0
7.5,7.58,7.58,7.67,7.58,7.5,83.0
7.5,7.67,7.58,7.67,7.58,7.42,83.0
7.67,7.58,7.42,7.42,7.83,7.5,83.0
7.67,7.67,7.5,7.58,7.42,7.5,83.0
7.67,7.67,7.33,7.67,7.5,7.58,83.0
7.75,7.67,7.58,7.58,7.42,7.67,83.0
7.67,7.75,7.33,7.92,7.42,7.5,83.0
7.75,7.67,7.33,7.75,7.5,7.42,83.0
7.83,7.67,7.25,7.67,7.75,7.5,83.0
7.67,7.67,7.67,7.5,7.42,7.5,83.0
7.92,7.92,7.83,7.58,7.33,7.25,83.0
7.83,7.58,7.5,7.5,7.58,7.5,83.0
7.67,7.5,7.67,7.83,7.75,7.83,83.0
7.67,7.67,7.42,7.83,7.5,7.5,83.0
7.67,7.58,7.5,7.58,7.5,7.5,83.0
7.75,7.58,7.42,7.67,7.42,7.67,83.0
7.75,7.42,7.33,7.5,7.58,7.17,83.0
7.83,7.5,7.58,7.33,7.5,7.67,83.0
7.33,7.67,7.75,7.42,7.75,7.58,83.0
7.58,7.75,7.42,7.67,7.58,7.42,83.0
7.5,7.5,7.42,7.58,7.75,7.58,83.0
7.67,7.58,7.42,7.5,7.67,7.58,83.0
7.67,7.83,7.5,7.58,7.58,7.67,83.0
7.5,7.67,7.5,7.5,7.58,7.58,83.0
7.67,7.58,7.5,7.5,7.75,7.5,83.0
7.75,7.58,7.5,7.67,7.83,7.75,83.0
7.67,7.58,7.58,7.58,7.67,7.42,83.0
7.5,7.67,7.5,7.67,7.5,7.83,83.0
7.67,7.67,7.58,7.5,7.67,7.42,83.0
7.33,7.67,7.58,7.5,7.75,7.67,83.0
7.33,7.67,7.58,7.33,7.58,7.92,83.0
7.83,7.83,7.67,7.83,7.92,7.83,83.0
7.5,7.58,7.42,7.58,7.58,7.67,83.0
7.5,7.58,7.67,7.67,7.58,7.58,83.0
7.58,7.83,7.75,7.92,7.92,8.08,83.0
7.5,7.25,7.42,7.75,8.17,7.5,83.0
7.67,7.58,7.5,7.58,7.58,7.5,82.92
7.5,7.5,7.75,7.58,7.92,7.83,82.92
7.58,7.67,7.5,7.33,7.67,7.58,82.92
7.17,7.83,7.25,7.67,7.67,7.58,82.92
7.58,7.58,7.5,7.5,7.58,7.58,82.92
7.5,7.58,7.67,7.33,7.5,7.75,82.92
7.58,7.58,7.67,7.58,7.5,7.5,82.92
8.08,7.5,7.67,7.42,7.33,7.5,82.92
7.83,7.67,7.25,7.58,7.5,7.5,82.92
7.75,7.67,7.42,7.42,7.75,7.5,82.92
7.08,7.5,7.5,7.83,7.75,7.67,82.92
8.0,7.5,7.5,7.58,7.33,7.42,82.92
7.75,7.58,7.58,7.5,7.5,7.5,82.92
7.75,7.5,7.42,7.58,7.67,7.5,82.92
7.67,7.83,7.42,7.5,7.33,7.5,82.92
7.58,7.58,7.25,7.58,7.58,7.58,82.92
7.58,7.5,7.75,7.33,7.58,7.58,82.92
7.75,7.5,7.25,7.5,7.75,7.5,82.92
7.83,7.75,7.25,7.92,7.5,7.17,82.92
7.83,7.67,7.42,7.42,7.5,7.58,82.92
7.58,7.58,7.33,7.25,7.58,7.75,82.92
7.67,7.33,7.17,7.58,8.08,7.42,82.92
8.0,7.92,7.67,7.17,7.67,7.42,82.92
7.5,7.5,7.5,7.42,7.67,7.83,82.92
7.5,7.75,7.33,7.75,7.08,7.83,82.92
7.42,7.58,7.5,7.17,7.5,8.0,82.92
7.75,7.58,7.42,7.58,7.5,7.5,82.83
7.5,7.58,7.33,7.67,7.58,7.58,82.83
7.67,7.58,7.58,7.5,7.5,7.42,82.83
7.33,7.67,7.67,7.83,7.33,7.67,82.83
7.83,7.92,7.75,7.83,7.75,7.75,82.83
7.25,7.58,7.5,7.42,7.75,7.42,82.83
7.58,7.58,7.33,7.67,7.67,7.5,82.83
7.58,7.83,7.33,7.67,7.42,7.33,82.83
7.83,7.67,7.5,7.58,7.5,7.67,82.83
7.42,7.58,7.25,7.5,7.75,7.75,82.83
7.67,7.67,7.75,7.67,7.42,7.17,82.83
7.5,7.42,7.58,7.5,7.58,7.58,82.83
7.83,7.5,7.5,7.42,7.5,7.5,82.83
7.67,7.5,7.33,7.25,7.58,7.75,82.83
7.58,7.67,7.5,7.58,7.5,7.5,82.83
7.67,7.58,7.42,7.75,7.42,7.42,82.83
7.67,7.67,7.33,7.5,7.33,7.92,82.83
7.58,7.58,7.5,7.42,7.67,7.58,82.83
7.75,7.58,7.75,7.75,7.25,7.5,82.83
7.5,7.58,7.42,7.67,7.58,7.5,82.75
7.58,7.67,7.5,7.58,7.5,7.42,82.75
7.5,7.67,7.17,7.67,7.67,7.58,82.75
7.5,7.5,7.42,7.58,7.67,7.5,82.75
7.42,7.58,7.42,7.67,7.5,7.5,82.75
7.5,7.58,7.42,7.58,7.58,7.5,82.75
7.58,7.58,7.33,7.58,7.33,7.67,82.75
7.83,7.67,7.33,7.67,7.58,7.67,82.75
7.67,7.67,7.17,7.33,7.58,7.67,82.75
7.58,7.5,7.42,7.67,7.42,7.5,82.75
7.58,7.5,7.42,7.58,7.5,7.5,82.75
7.5,7.5,7.58,7.5,7.58,7.58,82.75
7.67,7.5,7.33,7.33,7.67,7.67,82.75
7.5,7.67,7.42,7.67,7.5,7.5,82.75
7.5,7.58,7.58,7.75,7.33,7.5,82.75
7.75,7.58,7.42,7.5,7.33,7.5,82.75
7.75,7.42,7.25,7.75,7.5,7.67,82.75
7.67,7.42,7.42,7.58,7.33,7.67,82.75
7.67,7.58,7.42,7.83,7.33,7.5,82.75
7.58,7.83,7.75,7.75,7.42,8.0,82.75
7.58,7.33,7.17,7.33,7.25,8.58,82.75
7.58,7.58,7.5,7.5,7.5,7.5,82.75
7.58,7.58,7.33,7.75,7.25,7.58,82.75
8.08,8.17,8.0,8.0,7.83,7.92,82.75
7.5,7.58,7.42,7.67,7.5,7.58,82.75
7.67,7.58,7.58,7.58,7.5,7.42,82.75
7.25,7.75,7.5,7.83,7.67,7.67,82.75
7.42,7.42,7.5,7.58,7.5,7.75,82.75
7.75,7.67,7.5,7.83,7.17,7.42,82.75
7.5,7.58,7.25,7.75,7.58,7.5,82.67
7.5,7.58,7.5,7.67,7.5,7.42,82.67
7.67,7.67,7.42,7.42,7.42,7.5,82.67
7.67,7.67,7.67,7.67,7.5,7.67,82.67
7.5,7.67,7.42,7.75,7.42,7.17,82.67
7.75,7.5,7.33,7.58,7.33,7.75,82.67
7.58,7.5,7.42,7.67,7.5,7.5,82.67
7.33,7.5,7.58,7.58,7.67,7.5,82.67
7.5,7.5,7.5,7.5,7.5,7.58,82.67
7.58,7.5,7.5,7.58,7.33,7.58,82.67
8.0,7.83,7.83,7.42,7.25,7.25,82.67
7.67,7.58,7.42,7.5,7.42,7.5,82.67
7.67,7.5,7.33,7.67,7.5,7.5,82.67
7.67,7.5,7.5,7.5,7.5,7.5,82.67
7.42,7.5,7.5,7.67,7.58,7.5,82.67
7.75,7.58,7.67,7.25,7.58,7.42,82.67
7.92,8.0,7.5,6.75,7.92,7.58,82.67
7.67,7.67,7.17,7.67,7.5,7.5,82.67
7.83,7.33,7.83,7.33,7.58,7.83,82.67
7.58,7.58,7.42,7.58,7.42,7.5,82.67
7.5,7.58,7.58,7.58,7.42,7.42,82.67
7.83,7.67,7.5,7.67,7.5,7.58,82.67
7.75,7.58,7.25,7.75,7.67,7.58,82.67
8.08,7.67,7.67,7.33,7.33,7.17,82.67
7.5,7.42,7.33,7.33,7.67,7.83,82.67
7.5,7.42,7.42,7.75,7.5,7.5,82.58
7.67,7.42,7.5,7.42,7.58,7.5,82.58
7.5,7.58,7.42,7.5,7.75,7.33,82.58
7.25,7.25,7.0,7.08,7.0,7.0,82.58
7.42,7.42,7.5,7.33,7.25,7.67,82.58
7.83,7.58,7.42,7.33,7.42,7.5,82.58
7.75,7.33,7.42,7.67,7.42,7.5,82.58
7.42,7.58,7.58,7.42,7.58,7.5,82.58
7.75,7.42,7.33,7.5,7.58,7.5,82.58
7.83,7.5,7.42,7.58,7.42,7.42,82.58
7.67,7.42,7.5,7.67,7.0,7.75,82.58
7.58,7.58,7.42,7.75,7.67,7.67,82.58
7.5,7.58,7.42,7.58,7.42,7.58,82.58
7.75,7.25,7.33,7.42,7.5,7.83,82.58
7.75,7.5,7.75,7.25,7.33,7.58,82.58
7.58,7.5,7.42,7.58,7.67,7.42,82.58
7.5,7.58,7.5,7.5,7.42,7.5,82.58
7.33,7.42,7.58,7.42,7.67,7.5,82.58
7.58,7.5,7.33,7.75,7.5,7.5,82.58
7.5,7.5,7.5,7.5,7.58,7.5,82.5
7.83,7.75,7.25,7.5,7.42,7.33,82.5
7.58,7.58,7.33,7.5,7.5,7.5,82.5
7.5,7.5,7.33,7.5,7.67,7.5,82.5
7.5,7.83,7.5,7.75,7.33,7.42,82.5
7.33,7.5,7.5,7.5,7.67,7.5,82.5
7.67,7.42,7.33,7.58,7.5,7.5,82.5
7.75,7.0,7.42,7.58,7.58,7.58,82.5
7.42,7.58,7.5,7.67,7.25,7.5,82.5
7.42,7.5,7.67,7.33,7.42,7.67,82.5
7.83,7.42,7.33,7.67,7.42,7.5,82.5
7.5,7.5,7.42,7.42,7.58,7.58,82.5
7.83,7.67,7.17,7.33,7.5,7.67,82.5
7.5,7.58,7.5,7.5,7.42,7.42,82.5
7.67,7.5,7.33,7.67,7.5,7.33,82.5
7.92,7.5,7.33,7.58,7.25,7.42,82.5
7.67,7.33,7.33,7.33,7.5,7.83,82.5
7.67,7.42,7.33,7.67,7.5,7.5,82.5
7.67,7.5,7.33,7.5,7.25,7.67,82.5
7.33,7.42,7.33,7.75,7.42,7.67,82.5
7.75,7.58,7.67,7.67,7.58,7.58,82.5
7.42,7.67,7.17,7.58,7.58,7.5,82.42
7.58,7.5,7.33,7.75,7.33,7.5,82.42
7.67,7.58,7.25,7.67,7.42,7.33,82.42
7.58,7.5,7.25,7.67,7.5,7.5,82.42
7.5,7.42,7.08,7.75,7.67,7.5,82.42
5.08,7.75,7.83,7.75,7.83,8.08,82.42
7.67,7.42,7.42,7.5,7.42,7.42,82.42
7.42,7.5,7.33,7.5,7.25,7.42,82.42
7.67,7.25,7.42,7.42,7.67,7.42,82.42
7.17,7.83,7.33,7.5,7.75,7.42,82.42
7.5,7.5,7.5,7.67,7.42,7.5,82.42
7.42,7.5,7.42,7.58,7.42,7.5,82.42
7.58,7.67,7.33,7.5,7.5,7.42,82.42
7.58,7.58,7.58,7.75,7.5,7.58,82.42
7.25,7.33,7.25,7.5,7.42,7.5,82.42
7.5,7.58,7.5,7.92,7.42,7.67,82.42
7.25,7.67,7.42,7.17,7.75,7.5,82.42
7.67,7.42,7.33,7.5,7.58,7.5,82.42
7.5,7.42,7.42,7.67,7.42,7.58,82.42
7.42,7.58,7.5,7.42,7.58,7.5,82.42
7.42,7.58,7.33,7.58,7.5,7.5,82.42
7.75,7.33,7.25,7.58,7.58,7.33,82.42
7.5,7.58,7.33,7.5,7.5,7.5,82.42
7.58,7.58,7.17,7.5,7.5,7.5,82.42
7.58,7.33,7.33,7.58,7.5,7.5,82.42
7.67,7.58,7.33,7.42,7.58,7.33,82.42
7.83,7.5,7.42,7.67,7.17,7.33,82.42
7.67,7.33,7.25,7.42,7.5,7.67,82.42
7.75,7.5,7.42,7.42,7.5,7.42,82.42
7.33,7.58,7.17,7.58,7.42,7.58,82.42
7.58,7.25,7.42,7.25,7.58,7.83,82.42
7.5,7.58,7.33,7.5,7.42,7.42,82.33
7.33,7.5,7.5,7.33,7.5,7.5,82.33
7.42,7.42,7.42,7.5,7.5,7.58,82.33
7.5,7.5,7.42,7.5,7.42,7.5,82.33
7.75,7.5,7.25,7.25,7.42,7.67,82.33
7.75,7.33,7.5,7.5,7.33,7.58,82.33
7.5,7.58,7.42,7.5,7.42,7.42,82.33
8.25,7.83,7.25,8.33,8.17,8.08,82.33
7.42,7.5,7.5,7.42,7.5,7.58,82.33
7.5,7.42,7.17,7.83,7.5,7.5,82.33
7.33,7.58,7.42,7.58,7.33,7.5,82.33
7.75,8.08,7.67,8.08,8.08,8.0,82.33
7.58,7.67,7.5,7.58,7.75,7.5,82.33
7.33,7.58,7.42,7.5,7.5,7.5,82.33
7.42,7.33,7.5,7.17,7.08,8.33,82.33
7.5,7.5,7.5,7.5,7.5,7.5,82.33
7.5,7.5,7.5,7.5,7.5,7.5,82.33
7.5,7.42,7.58,7.5,7.5,7.58,82.33
7.5,7.42,7.5,7.5,7.5,7.58,82.33
7.67,7.5,7.42,7.5,7.42,7.42,82.33
7.92,7.58,7.25,7.75,7.92,7.58,82.33
7.67,7.5,7.33,7.67,7.5,7.33,82.33
7.58,7.67,7.58,7.33,7.0,7.58,82.33
7.67,7.58,7.5,7.58,7.5,7.5,82.33
7.5,7.67,7.33,7.5,7.33,7.5,82.33
7.58,7.5,7.42,7.5,7.5,7.42,82.33
8.0,7.75,7.33,7.33,7.08,7.67,82.33
7.58,7.58,7.25,7.58,7.42,7.5,82.33
7.83,7.58,7.33,7.25,7.58,7.42,82.33
7.58,7.5,7.25,7.42,7.67,7.33,82.25
7.0,7.08,7.0,7.17,7.0,7.0,82.25
7.67,7.5,7.25,7.67,7.42,7.42,82.25
7.42,7.67,7.5,7.08,7.5,7.42,82.25
7.58,7.67,7.5,7.67,7.83,8.42,82.25
7.58,7.5,7.42,7.58,7.42,7.42,82.25
7.58,7.42,7.33,7.42,7.58,7.5,82.25
7.75,7.58,7.42,7.42,7.33,7.33,82.25
7.5,7.5,7.5,7.5,7.5,7.5,82.25
7.58,7.58,7.42,7.42,7.42,7.42,82.25
7.33,7.42,7.5,7.67,7.5,7.42,82.25
7.58,7.58,7.5,7.17,7.42,7.42,82.25
7.5,7.5,7.33,7.58,7.67,7.33,82.25
7.5,7.58,7.42,7.67,7.33,7.42,82.25
7.67,7.58,7.33,7.5,7.42,7.42,82.25
7.75,7.33,7.33,7.5,7.5,7.5,82.25
7.33,7.58,7.42,7.67,7.33,7.5,82.25
7.42,7.5,7.42,7.58,7.42,7.5,82.25
7.5,7.42,7.67,7.33,7.58,7.33,82.25
7.67,7.33,7.33,7.33,7.5,7.5,82.25
7.67,7.58,7.42,7.0,7.5,7.58,82.25
7.17,7.25,7.58,7.25,7.58,7.67,82.25
7.42,7.42,7.5,7.42,7.42,7.5,82.17
7.5,7.5,7.17,7.42,7.5,7.5,82.17
7.5,7.5,7.33,7.42,7.5,7.42,82.17
7.58,7.42,7.42,7.33,7.5,7.42,82.17
7.42,7.42,7.42,7.5,7.5,7.33,82.17
6.92,7.58,7.42,7.33,7.83,7.5,82.17
7.42,7.42,7.17,7.75,7.25,7.67,82.17
7.67,7.5,7.25,7.42,7.58,7.42,82.17
7.42,7.42,7.5,7.5,7.42,7.5,82.17
7.58,7.5,7.42,7.25,7.5,7.42,82.17
7.75,7.42,7.42,7.58,7.33,7.42,82.17
7.42,7.33,7.17,7.42,7.33,8.17,82.17
7.5,7.5,7.33,7.42,7.5,7.42,82.17
7.5,7.5,7.5,7.5,7.5,7.5,82.17
7.67,7.5,7.5,7.17,7.17,7.58,82.17
7.33,7.25,7.25,7.58,7.75,7.5,82.17
7.5,7.67,7.0,7.5,7.33,7.5,82.17
7.25,7.75,7.0,7.75,8.17,7.75,82.17
7.5,7.58,7.25,7.5,7.5,7.33,82.17
7.0,7.67,7.5,7.5,7.42,7.5,82.17
7.58,7.67,7.42,7.17,7.17,7.75,82.17
7.5,7.5,7.42,7.42,7.5,7.42,82.08
7.75,7.58,7.42,7.67,7.83,7.58,82.08
7.42,7.58,7.42,7.5,7.42,7.25,82.08
7.25,7.25,7.58,7.58,7.25,7.92,82.08
7.75,7.42,7.42,7.25,7.17,7.42,82.08
7.42,7.33,7.42,7.42,7.5,7.58,82.08
7.42,7.5,7.5,7.33,7.33,7.5,82.08
7.5,7.42,7.42,7.42,7.67,7.42,82.08
7.58,7.33,7.33,7.33,7.5,7.67,82.08
7.25,7.58,7.58,7.25,7.5,7.42,82.08
7.42,7.58,7.5,7.33,7.42,7.42,82.08
7.5,7.42,7.42,7.5,7.25,7.5,82.08
7.67,7.5,7.25,7.58,7.42,7.33,82.08
7.67,8.0,7.17,7.08,7.67,7.08,82.08
7.58,7.42,7.25,7.75,7.33,7.42,82.08
7.33,7.5,7.33,7.58,7.08,7.83,82.08
7.67,7.42,7.67,7.33,7.25,7.58,82.08
7.5,7.5,7.17,7.5,7.5,7.42,82.0
7.5,7.5,7.25,7.33,7.42,7.5,82.0
7.5,7.33,7.42,7.5,7.33,7.42,82.0
7.67,7.33,7.33,7.42,7.42,7.42,82.0
7.42,7.5,7.25,7.33,7.5,7.5,82.0
7.42,7.42,7.33,7.58,7.33,7.42,82.0
7.5,7.42,7.33,7.58,7.33,7.5,82.0
7.33,7.5,7.17,7.42,7.5,7.33,82.0
7.58,7.5,7.42,7.42,7.33,7.42,82.0
7.5,7.25,7.33,7.33,7.75,7.5,82.0
7.33,7.33,7.33,7.5,7.5,7.83,82.0
7.33,7.33,7.58,7.5,7.5,7.58,82.0
7.42,7.58,7.33,7.42,8.0,7.5,82.0
7.33,7.67,7.42,7.17,7.33,7.42,82.0
7.67,7.33,7.25,7.5,7.42,7.42,82.0
7.42,7.5,7.33,7.5,7.33,7.5,82.0
7.42,7.5,7.25,7.5,7.5,7.42,82.0
7.33,7.33,7.33,7.5,7.67,7.67,82.0
7.58,7.5,7.17,7.5,7.5,7.42,82.0
7.75,7.33,7.33,7.42,7.75,7.67,82.0
7.33,7.0,7.08,7.42,7.5,7.67,82.0
7.58,7.5,7.25,7.58,7.58,7.5,81.92
7.5,7.5,7.25,7.42,7.42,7.42,81.92
7.58,7.5,7.25,7.33,7.42,7.5,81.92
7.42,7.33,7.33,7.5,7.5,7.33,81.92
7.67,7.58,7.33,7.5,7.5,7.67,81.92
7.58,7.58,7.17,7.83,7.17,7.33,81.92
7.33,7.33,7.33,7.42,7.5,7.58,81.92
7.58,7.42,7.25,7.17,7.5,7.67,81.92
7.67,7.08,7.42,7.33,7.75,7.42,81.92
7.42,7.33,7.33,7.58,7.33,7.5,81.92
7.5,7.5,7.42,7.25,7.5,7.5,81.92
7.58,7.5,7.25,7.58,7.5,7.25,81.92
7.5,7.5,7.25,7.25,7.5,7.5,81.92
7.5,7.42,7.25,7.5,7.33,7.33,81.92
7.33,7.58,7.17,7.58,7.42,7.33,81.92
7.67,7.42,7.33,7.83,7.5,7.5,81.92
7.42,7.58,7.25,7.5,7.33,7.5,81.92
7.67,7.33,7.33,7.58,7.33,7.33,81.92
7.42,7.5,7.25,7.5,7.33,7.42,81.83
7.25,7.33,7.5,7.33,7.67,7.42,81.83
7.42,7.5,7.42,7.5,7.42,7.25,81.83
7.75,7.83,7.58,7.75,7.92,7.83,81.83
7.58,7.5,7.33,7.42,7.58,7.25,81.83
7.17,7.58,6.83,7.5,7.75,7.25,81.83
7.58,7.0,6.92,6.92,7.67,7.5,81.83
7.33,7.58,7.5,7.42,7.33,7.33,81.83
7.58,7.5,7.33,7.5,7.17,7.33,81.83
7.5,7.5,7.33,7.5,7.42,7.25,81.83
7.67,7.5,7.5,7.25,7.08,7.42,81.83
7.67,7.33,7.17,7.25,7.75,7.33,81.83
7.42,7.42,7.42,7.33,7.42,7.42,81.83
7.58,7.42,7.33,7.33,7.33,7.42,81.83
7.33,7.58,7.25,7.17,7.83,7.33,81.83
7.5,7.5,7.33,7.33,7.33,7.33,81.83
7.42,7.42,7.25,7.5,7.33,7.42,81.83
7.5,7.5,7.0,7.42,7.5,7.58,81.83
7.83,7.83,7.83,8.0,7.83,7.83,81.83
7.75,7.75,7.5,7.42,7.83,7.75,81.83
7.83,7.67,7.33,7.33,7.67,7.83,81.83
7.83,7.33,7.25,7.58,7.25,7.33,81.83
7.33,7.33,7.25,7.5,7.5,7.5,81.83
7.33,7.67,7.25,7.5,7.5,7.25,81.83
7.58,7.5,7.17,7.58,7.33,7.33,81.83
7.25,7.58,7.83,7.67,7.75,7.75,81.83
7.5,7.5,7.25,7.42,7.42,7.33,81.75
7.0,7.08,7.33,7.5,7.5,7.33,81.75
7.42,7.42,7.42,7.42,7.33,7.33,81.75
7.17,7.25,7.17,7.25,7.42,8.25,81.75
7.5,7.5,7.33,7.42,7.25,7.25,81.75
7.42,7.5,7.17,7.67,7.33,7.42,81.75
7.42,7.5,7.33,7.58,7.33,7.33,81.75
7.33,7.42,7.33,7.67,7.42,7.25,81.75
7.5,7.42,7.25,7.33,7.67,7.25,81.75
7.33,7.42,7.33,7.33,7.5,7.67,81.75
7.42,7.58,6.92,7.08,7.25,8.0,81.75
7.42,7.5,7.25,7.5,7.5,7.25,81.67
7.42,7.42,7.08,7.42,7.33,7.42,81.67
